Window_Num,Num_Packets,Avg_DNP3_Length,F0_Confirm,F1_Read,F2_Write,F4_Operate,F5_DirectOperate,F6_DirectOperate_NoResp,F13_ColdRestart,F14_WarmRestart,F129_Response,F130_UnsolicitedResponse,IIN_Val_Change,Analog_Input_Change,Binary_Input_Change,Src_Port_Changed,Dst_Port_Changed,Label
670,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
671,3,36.33,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
672,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
673,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
674,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
675,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
676,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
677,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
678,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
679,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
680,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
681,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
682,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
683,3,36.33,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
684,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
685,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
686,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
687,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
688,2,38.0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,
689,3,16.67,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,
690,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
691,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
692,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
693,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
694,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
695,4,29.75,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,
696,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
697,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
698,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
699,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
700,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
701,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
702,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
703,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
704,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
705,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
706,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
707,4,29.75,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,
708,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
709,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
710,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
711,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
712,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
713,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
714,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
715,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
716,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
717,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
718,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
719,3,36.33,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
720,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
721,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
722,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
723,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
724,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
725,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
726,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
727,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
728,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
729,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
730,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
731,3,36.33,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
732,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
733,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
734,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
735,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
736,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
737,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
738,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
739,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
740,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
741,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
742,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
743,3,36.33,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
744,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
745,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
746,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
747,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
748,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
749,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
750,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
751,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
752,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
753,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
754,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
755,4,29.75,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,
756,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
757,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
758,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
759,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
760,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
761,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
762,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
763,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
764,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
765,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
766,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
767,4,29.75,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,
768,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
769,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
770,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
771,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
772,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
773,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
774,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
775,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
776,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
777,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
778,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
779,3,36.33,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
780,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
781,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
782,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
783,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
784,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
785,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
786,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
787,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
788,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
789,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
790,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
791,3,36.33,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
792,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
793,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
794,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
795,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
796,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
797,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
798,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
799,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
800,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
801,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
802,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
803,3,36.33,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
804,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
805,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
806,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
807,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
808,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
809,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
810,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
811,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
812,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
813,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
814,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
815,4,29.75,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,
816,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
817,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
818,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
819,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
820,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
821,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
822,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
823,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
824,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
825,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
826,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
827,4,29.75,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,
828,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
829,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
830,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
831,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
832,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
833,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
834,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
835,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
836,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
837,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
838,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
839,4,29.75,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,
840,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
841,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
842,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
843,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
844,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
845,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
846,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
847,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
848,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
849,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
850,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
851,3,36.33,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
852,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
853,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
854,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
855,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
856,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
857,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
858,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
859,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
860,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
861,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
862,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
863,3,36.33,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
864,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
865,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
866,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
867,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
868,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
869,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
870,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
871,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
872,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
873,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
874,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
875,4,29.75,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,
876,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
877,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
878,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
879,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
880,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
881,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
882,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
883,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
884,4,10.0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,
885,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
886,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
887,4,29.75,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,
888,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
889,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
890,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
891,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
892,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
893,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
894,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
895,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
896,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
897,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
898,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
899,3,36.33,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
900,2,22.0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,
901,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
902,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
903,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
904,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
905,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
906,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
907,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
908,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
909,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
910,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
911,3,36.33,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
912,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
913,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
914,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
915,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
916,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
917,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
918,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
919,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
920,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
921,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
922,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
923,3,36.33,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
924,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
925,2,28.0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,
926,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
927,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
928,3,22.0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,
929,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
930,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
931,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
932,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
933,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
934,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
935,4,29.75,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,
936,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
937,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
938,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
939,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
940,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
941,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
942,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
943,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
944,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
945,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
946,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
947,4,29.75,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,
948,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
949,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
950,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
951,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
952,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
953,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
954,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
955,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
956,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
957,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
958,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
959,4,29.75,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,
960,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
961,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
962,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
963,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
964,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
965,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
966,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
967,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
968,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
969,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
970,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
971,3,36.33,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
972,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
973,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
974,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
975,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
976,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
977,2,22.0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,
978,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
979,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
980,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
981,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
982,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
983,3,44.33,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,
984,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
985,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
986,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
987,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
988,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
989,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
990,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
991,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
992,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
993,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
994,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
995,3,36.33,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
996,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
997,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
998,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
999,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
1000,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
1001,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
1002,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
1003,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
1004,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
1005,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
1006,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
1007,4,29.75,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,
1008,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
1009,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
1010,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
1011,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
1012,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
1013,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
1014,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
